year,strongest_topic,verdicts,total_verdicts,topic_percentage
2001,11,10,93,10.75
2001,13,1,93,1.08
2001,16,1,93,1.08
2001,17,3,93,3.23
2001,18,2,93,2.15
2001,19,6,93,6.45
2001,2,11,93,11.83
2001,20,17,93,18.28
2001,21,4,93,4.3
2001,22,4,93,4.3
2001,24,6,93,6.45
2001,3,3,93,3.23
2001,4,1,93,1.08
2001,5,1,93,1.08
2001,6,1,93,1.08
2001,7,7,93,7.53
2001,8,2,93,2.15
2001,9,4,93,4.3
2002,0,5,137,3.65
2002,1,17,137,12.41
2002,10,2,137,1.46
2002,11,20,137,14.6
2002,12,2,137,1.46
2002,13,5,137,3.65
2002,14,2,137,1.46
2002,15,1,137,0.73
2002,16,1,137,0.73
2002,17,5,137,3.65
2002,18,3,137,2.19
2002,19,4,137,2.92
2002,2,15,137,10.95
2002,20,3,137,2.19
2002,21,4,137,2.92
2002,22,5,137,3.65
2002,23,3,137,2.19
2002,24,6,137,4.38
2002,3,7,137,5.11
2002,4,8,137,5.84
2002,5,4,137,2.92
2002,6,3,137,2.19
2002,7,7,137,5.11
2002,9,5,137,3.65
2003,0,15,264,5.68
2003,1,14,264,5.3
2003,10,14,264,5.3
2003,11,18,264,6.82
2003,12,2,264,0.76
2003,13,10,264,3.79
2003,14,5,264,1.89
2003,15,8,264,3.03
2003,16,4,264,1.52
2003,17,9,264,3.41
2003,18,1,264,0.38
2003,19,11,264,4.17
2003,2,23,264,8.71
2003,20,15,264,5.68
2003,21,16,264,6.06
2003,22,9,264,3.41
2003,23,15,264,5.68
2003,24,13,264,4.92
2003,3,11,264,4.17
2003,4,6,264,2.27
2003,5,15,264,5.68
2003,6,4,264,1.52
2003,7,20,264,7.58
2003,8,2,264,0.76
2003,9,4,264,1.52
2004,0,11,344,3.2
2004,1,17,344,4.94
2004,10,11,344,3.2
2004,11,27,344,7.85
2004,12,9,344,2.62
2004,13,11,344,3.2
2004,14,11,344,3.2
2004,15,18,344,5.23
2004,16,3,344,0.87
2004,17,11,344,3.2
2004,18,5,344,1.45
2004,19,14,344,4.07
2004,2,25,344,7.27
2004,20,24,344,6.98
2004,21,10,344,2.91
2004,22,25,344,7.27
2004,23,4,344,1.16
2004,24,21,344,6.1
2004,3,14,344,4.07
2004,4,10,344,2.91
2004,5,11,344,3.2
2004,6,7,344,2.03
2004,7,25,344,7.27
2004,8,2,344,0.58
2004,9,18,344,5.23
2005,0,26,583,4.46
2005,1,46,583,7.89
2005,10,25,583,4.29
2005,11,91,583,15.61
2005,12,14,583,2.4
2005,13,14,583,2.4
2005,14,13,583,2.23
2005,15,8,583,1.37
2005,16,4,583,0.69
2005,17,13,583,2.23
2005,18,6,583,1.03
2005,19,9,583,1.54
2005,2,40,583,6.86
2005,20,31,583,5.32
2005,21,25,583,4.29
2005,22,22,583,3.77
2005,23,4,583,0.69
2005,24,28,583,4.8
2005,3,12,583,2.06
2005,4,27,583,4.63
2005,5,8,583,1.37
2005,6,3,583,0.51
2005,7,83,583,14.24
2005,8,8,583,1.37
2005,9,23,583,3.95
2006,0,17,435,3.91
2006,1,37,435,8.51
2006,10,12,435,2.76
2006,11,62,435,14.25
2006,12,12,435,2.76
2006,13,15,435,3.45
2006,14,6,435,1.38
2006,15,21,435,4.83
2006,17,10,435,2.3
2006,18,4,435,0.92
2006,19,12,435,2.76
2006,2,48,435,11.03
2006,20,24,435,5.52
2006,21,9,435,2.07
2006,22,9,435,2.07
2006,23,3,435,0.69
2006,24,14,435,3.22
2006,3,9,435,2.07
2006,4,14,435,3.22
2006,5,11,435,2.53
2006,6,6,435,1.38
2006,7,62,435,14.25
2006,8,7,435,1.61
2006,9,11,435,2.53
2007,0,18,396,4.55
2007,1,14,396,3.54
2007,10,16,396,4.04
2007,11,58,396,14.65
2007,12,6,396,1.52
2007,13,11,396,2.78
2007,14,2,396,0.51
2007,15,8,396,2.02
2007,16,1,396,0.25
2007,17,13,396,3.28
2007,18,6,396,1.52
2007,19,7,396,1.77
2007,2,57,396,14.39
2007,20,16,396,4.04
2007,21,17,396,4.29
2007,22,10,396,2.53
2007,23,1,396,0.25
2007,24,17,396,4.29
2007,3,9,396,2.27
2007,4,15,396,3.79
2007,5,5,396,1.26
2007,6,3,396,0.76
2007,7,62,396,15.66
2007,8,11,396,2.78
2007,9,13,396,3.28
2008,0,16,412,3.88
2008,1,10,412,2.43
2008,10,16,412,3.88
2008,11,88,412,21.36
2008,12,11,412,2.67
2008,13,6,412,1.46
2008,14,6,412,1.46
2008,15,11,412,2.67
2008,17,15,412,3.64
2008,18,2,412,0.49
2008,19,10,412,2.43
2008,2,43,412,10.44
2008,20,24,412,5.83
2008,21,13,412,3.16
2008,22,4,412,0.97
2008,23,7,412,1.7
2008,24,24,412,5.83
2008,3,5,412,1.21
2008,4,22,412,5.34
2008,5,9,412,2.18
2008,6,2,412,0.49
2008,7,56,412,13.59
2008,8,7,412,1.7
2008,9,5,412,1.21
2009,0,10,479,2.09
2009,1,20,479,4.18
2009,10,14,479,2.92
2009,11,95,479,19.83
2009,12,17,479,3.55
2009,13,9,479,1.88
2009,14,3,479,0.63
2009,15,9,479,1.88
2009,17,25,479,5.22
2009,18,3,479,0.63
2009,19,12,479,2.51
2009,2,52,479,10.86
2009,20,20,479,4.18
2009,21,16,479,3.34
2009,22,6,479,1.25
2009,23,5,479,1.04
2009,24,14,479,2.92
2009,3,6,479,1.25
2009,4,21,479,4.38
2009,5,13,479,2.71
2009,6,6,479,1.25
2009,7,82,479,17.12
2009,8,9,479,1.88
2009,9,12,479,2.51
2010,0,15,499,3.01
2010,1,13,499,2.61
2010,10,27,499,5.41
2010,11,90,499,18.04
2010,12,26,499,5.21
2010,13,10,499,2.0
2010,14,11,499,2.2
2010,15,6,499,1.2
2010,17,18,499,3.61
2010,18,10,499,2.0
2010,19,6,499,1.2
2010,2,49,499,9.82
2010,20,17,499,3.41
2010,21,12,499,2.4
2010,22,4,499,0.8
2010,23,7,499,1.4
2010,24,33,499,6.61
2010,3,8,499,1.6
2010,4,19,499,3.81
2010,5,10,499,2.0
2010,6,6,499,1.2
2010,7,71,499,14.23
2010,8,18,499,3.61
2010,9,13,499,2.61
2011,0,22,478,4.6
2011,1,16,478,3.35
2011,10,15,478,3.14
2011,11,93,478,19.46
2011,12,24,478,5.02
2011,13,6,478,1.26
2011,14,19,478,3.97
2011,15,9,478,1.88
2011,17,23,478,4.81
2011,18,8,478,1.67
2011,19,7,478,1.46
2011,2,44,478,9.21
2011,20,14,478,2.93
2011,21,10,478,2.09
2011,22,4,478,0.84
2011,23,5,478,1.05
2011,24,27,478,5.65
2011,3,7,478,1.46
2011,4,11,478,2.3
2011,5,9,478,1.88
2011,6,6,478,1.26
2011,7,63,478,13.18
2011,8,28,478,5.86
2011,9,8,478,1.67
2012,0,18,428,4.21
2012,1,7,428,1.64
2012,10,14,428,3.27
2012,11,95,428,22.2
2012,12,18,428,4.21
2012,13,9,428,2.1
2012,14,10,428,2.34
2012,15,13,428,3.04
2012,17,25,428,5.84
2012,18,5,428,1.17
2012,19,9,428,2.1
2012,2,45,428,10.51
2012,20,9,428,2.1
2012,21,10,428,2.34
2012,22,4,428,0.93
2012,23,6,428,1.4
2012,24,29,428,6.78
2012,3,4,428,0.93
2012,4,15,428,3.5
2012,5,14,428,3.27
2012,6,2,428,0.47
2012,7,45,428,10.51
2012,8,15,428,3.5
2012,9,7,428,1.64
2013,0,20,442,4.52
2013,1,4,442,0.9
2013,10,6,442,1.36
2013,11,88,442,19.91
2013,12,26,442,5.88
2013,13,9,442,2.04
2013,14,6,442,1.36
2013,15,10,442,2.26
2013,17,13,442,2.94
2013,18,4,442,0.9
2013,19,17,442,3.85
2013,2,43,442,9.73
2013,20,8,442,1.81
2013,21,16,442,3.62
2013,22,9,442,2.04
2013,23,8,442,1.81
2013,24,31,442,7.01
2013,3,4,442,0.9
2013,4,15,442,3.39
2013,5,12,442,2.71
2013,6,11,442,2.49
2013,7,46,442,10.41
2013,8,22,442,4.98
2013,9,14,442,3.17
2014,0,6,363,1.65
2014,1,7,363,1.93
2014,10,11,363,3.03
2014,11,71,363,19.56
2014,12,21,363,5.79
2014,13,6,363,1.65
2014,14,8,363,2.2
2014,15,8,363,2.2
2014,16,1,363,0.28
2014,17,15,363,4.13
2014,18,7,363,1.93
2014,19,9,363,2.48
2014,2,37,363,10.19
2014,20,6,363,1.65
2014,21,8,363,2.2
2014,22,6,363,1.65
2014,23,15,363,4.13
2014,24,24,363,6.61
2014,3,4,363,1.1
2014,4,9,363,2.48
2014,5,8,363,2.2
2014,6,10,363,2.75
2014,7,38,363,10.47
2014,8,20,363,5.51
2014,9,8,363,2.2
2015,0,9,378,2.38
2015,1,6,378,1.59
2015,10,8,378,2.12
2015,11,76,378,20.11
2015,12,19,378,5.03
2015,13,3,378,0.79
2015,14,14,378,3.7
2015,15,11,378,2.91
2015,16,1,378,0.26
2015,17,17,378,4.5
2015,18,5,378,1.32
2015,19,11,378,2.91
2015,2,41,378,10.85
2015,20,18,378,4.76
2015,21,2,378,0.53
2015,22,5,378,1.32
2015,23,16,378,4.23
2015,24,21,378,5.56
2015,3,4,378,1.06
2015,4,20,378,5.29
2015,5,7,378,1.85
2015,6,7,378,1.85
2015,7,29,378,7.67
2015,8,20,378,5.29
2015,9,8,378,2.12
2016,0,12,685,1.75
2016,1,9,685,1.31
2016,10,16,685,2.34
2016,11,207,685,30.22
2016,12,57,685,8.32
2016,13,10,685,1.46
2016,14,10,685,1.46
2016,15,8,685,1.17
2016,17,23,685,3.36
2016,18,9,685,1.31
2016,19,14,685,2.04
2016,2,37,685,5.4
2016,20,11,685,1.61
2016,21,6,685,0.88
2016,22,9,685,1.31
2016,23,34,685,4.96
2016,24,24,685,3.5
2016,3,7,685,1.02
2016,4,21,685,3.07
2016,5,9,685,1.31
2016,6,9,685,1.31
2016,7,83,685,12.12
2016,8,53,685,7.74
2016,9,7,685,1.02
2017,11,6,92,6.52
2017,12,50,92,54.35
2017,14,7,92,7.61
2017,15,6,92,6.52
2017,17,1,92,1.09
2017,18,4,92,4.35
2017,24,4,92,4.35
2017,3,1,92,1.09
2017,5,4,92,4.35
2017,6,1,92,1.09
2017,7,7,92,7.61
2017,9,1,92,1.09
2018,0,15,502,2.99
2018,1,6,502,1.2
2018,10,13,502,2.59
2018,11,99,502,19.72
2018,12,18,502,3.59
2018,13,3,502,0.6
2018,14,10,502,1.99
2018,15,4,502,0.8
2018,16,1,502,0.2
2018,17,16,502,3.19
2018,18,6,502,1.2
2018,19,19,502,3.78
2018,2,65,502,12.95
2018,20,15,502,2.99
2018,21,7,502,1.39
2018,22,6,502,1.2
2018,23,16,502,3.19
2018,24,22,502,4.38
2018,3,4,502,0.8
2018,4,12,502,2.39
2018,5,11,502,2.19
2018,6,8,502,1.59
2018,7,66,502,13.15
2018,8,52,502,10.36
2018,9,8,502,1.59
2019,0,28,480,5.83
2019,1,10,480,2.08
2019,10,11,480,2.29
2019,11,82,480,17.08
2019,12,16,480,3.33
2019,13,9,480,1.88
2019,14,9,480,1.88
2019,15,9,480,1.88
2019,17,14,480,2.92
2019,18,3,480,0.62
2019,19,13,480,2.71
2019,2,69,480,14.38
2019,20,19,480,3.96
2019,21,11,480,2.29
2019,22,12,480,2.5
2019,23,17,480,3.54
2019,24,26,480,5.42
2019,3,4,480,0.83
2019,4,8,480,1.67
2019,5,1,480,0.21
2019,6,8,480,1.67
2019,7,38,480,7.92
2019,8,53,480,11.04
2019,9,10,480,2.08
2020,0,30,546,5.49
2020,1,7,546,1.28
2020,10,18,546,3.3
2020,11,95,546,17.4
2020,12,21,546,3.85
2020,13,10,546,1.83
2020,14,7,546,1.28
2020,15,5,546,0.92
2020,17,16,546,2.93
2020,18,6,546,1.1
2020,19,9,546,1.65
2020,2,57,546,10.44
2020,20,17,546,3.11
2020,21,11,546,2.01
2020,22,11,546,2.01
2020,23,22,546,4.03
2020,24,26,546,4.76
2020,3,13,546,2.38
2020,4,15,546,2.75
2020,5,10,546,1.83
2020,6,6,546,1.1
2020,7,23,546,4.21
2020,8,95,546,17.4
2020,9,16,546,2.93
2021,0,14,584,2.4
2021,1,3,584,0.51
2021,10,21,584,3.6
2021,11,111,584,19.01
2021,12,15,584,2.57
2021,13,8,584,1.37
2021,14,5,584,0.86
2021,15,8,584,1.37
2021,17,29,584,4.97
2021,18,7,584,1.2
2021,19,10,584,1.71
2021,2,76,584,13.01
2021,20,24,584,4.11
2021,21,6,584,1.03
2021,22,10,584,1.71
2021,23,22,584,3.77
2021,24,17,584,2.91
2021,3,6,584,1.03
2021,4,14,584,2.4
2021,5,16,584,2.74
2021,6,5,584,0.86
2021,7,18,584,3.08
2021,8,129,584,22.09
2021,9,10,584,1.71
2022,0,21,495,4.24
2022,1,7,495,1.41
2022,10,16,495,3.23
2022,11,99,495,20.0
2022,12,21,495,4.24
2022,13,6,495,1.21
2022,14,9,495,1.82
2022,15,4,495,0.81
2022,17,19,495,3.84
2022,18,4,495,0.81
2022,19,7,495,1.41
2022,2,47,495,9.49
2022,20,13,495,2.63
2022,21,12,495,2.42
2022,22,4,495,0.81
2022,23,38,495,7.68
2022,24,16,495,3.23
2022,3,5,495,1.01
2022,4,13,495,2.63
2022,5,9,495,1.82
2022,6,5,495,1.01
2022,7,22,495,4.44
2022,8,94,495,18.99
2022,9,4,495,0.81
2023,0,5,94,5.32
2023,1,2,94,2.13
2023,10,1,94,1.06
2023,11,17,94,18.09
2023,12,3,94,3.19
2023,14,2,94,2.13
2023,17,5,94,5.32
2023,18,1,94,1.06
2023,2,8,94,8.51
2023,20,4,94,4.26
2023,21,5,94,5.32
2023,22,1,94,1.06
2023,23,16,94,17.02
2023,24,5,94,5.32
2023,4,2,94,2.13
2023,6,3,94,3.19
2023,8,12,94,12.77
2023,9,2,94,2.13
